9ecf4d6c6c56ae9af34f0b52841f038d92ad50a569d250ad41362256e70ab5e6,475599,373,"Intel x86 or x64 microcode, sig 0x29d15b3f, pf_mask 0xc09fc42a, 1914-11-33, rev 0x-5689e700, size 4784"
0cf98270640ce5f9645ad9b2006ecab814d95162f1001260cdd5a7897ac0351f,475609,225,"Intel x86 or x64 microcode, sig 0x73fb0caa, pf_mask 0xb8336478, 1D14-15-39, rev 0x-5689e700, size 33556289"
d19b148888895dd5f69c436f893ddfe65edf61781f5d5de1598812fa6bf21285,475621,668,"Intel x86 or x64 microcode, sig 0x604936fe, pf_mask 0x31cd53b0, 2002-17-36, rev 0x4430476a, size 3429556"
ae52e8d0d6dd985c0967997c82317d84d4ae554fae626c7604e6b3ed9a81d742,475623,7272,"Intel x86 or x64 microcode, sig 0x1a8b0ed5, pf_mask 0x34c79cd8, 2002-19-02, rev 0x4430476a, size 58991316"
a6a440ed6f150ddfaeac7b413d211807ac85c59775fd7068d793f292db861338,475623,8778,"Intel x86 or x64 microcode, sig 0x91d0ec0c, pf_mask 0xc01b7108, 2002-16-24, rev 0x4430476a, size 60566867"
3895037053536541b992ca88049fafcc3029096b631d42088649d09a577f5910,475632,371,"Intel x86 or x64 microcode, sig 0xc385826f, pf_mask 0x8b0d7b5c, 1B6D-19-21, rev 0x14a91700, size 512"
f5881c70eb55e088f2cdebac75765e48f56ca6f0267b7c2259af6b87497493ee,475635,226,"Intel x86 or x64 microcode, sig 0x5700a780, pf_mask 0xf3da72f5, 1914-01-04, rev 0x-5689e700, size 16779073"
8f962419b87643ef68696bd4ad1d8626414143e441d9b212e4bb8759fff64e4b,475636,10978,"MySQL MISAM compressed data file Version 1"
b21f36114fa3ca33bb71e35a292f6fe2611ecef59a2b1d86f60629f0c70b379f,475640,668,"Intel x86 or x64 microcode, sig 0xd74b85ca, pf_mask 0xb40d6ac2, 2002-11-28, rev 0x4430476a, size 4396496"
1e764b58fe6e675949fbb170e3696dd1b70ad6506c9dd3b980e7fd3c0e80481a,475644,226,"Intel x86 or x64 microcode, sig 0xe5b4003e, pf_mask 0xf1598dd0, 1A14-16-12, rev 0x-5689e700, size 16777216"
27d99fa0109fbb5d561cda1e256a7db56c093449507e227d9818794ef9453071,475645,5390,"Intel x86 or x64 microcode, sig 0x3505d488, pf_mask 0x78c4a450, 2002-15-20, rev 0x4430476a, size 21810505"
7488cf6ede4a609d3ef4a16898bd0abe0f2140e9fccb96c885d0f992b0bdbe52,475645,225,"Nagra Constant_KEY IDEA_Key: 10192431 25929AE1 3CB50121"
558b30629587da1597d97f7da54759327a87ec4762d74f2a5764f144ae6e5fa0,475653,225,"Intel x86 or x64 microcode, sig 0x20ff5411, pf_mask 0x98cf933a, 2002-04-36, rev 0x4430476a, size 16660047"
f03e0467f5ff34181dc376b9280a7ee1d3d50ca41231bb3492e24fb47f4b5d42,475657,438,"Intel x86 or x64 microcode, sig 0x68991807, pf_mask 0xc5c38587, 1BBB-01-30, rev 0x14a91700, size 256"
7cb4c8a84810ef9c710b8795d987527b14373b3a01c7fc180557f038eb45802d,475660,192,"Intel x86 or x64 microcode, sig 0x7f9a30d2, pf_mask 0xbf648785, 1D14-16-11, rev 0x-5689e700, size 16777216"
1b98ec894c0d71d510aacd145f1e9ebd91ea6d57991e9fd3fc1115cd29a842e2,475662,191,"Intel x86 or x64 microcode, sig 0x7f9a30d2, pf_mask 0xbf648785, 1D14-16-11, rev 0x-5689e700, size 16777216"
71f2bd93cf31303838a1c16645de2c13df8fe881495671c5182bb6a21bed7ba5,475664,3179,"Intel x86 or x64 microcode, sig 0x2fdf35eb, pf_mask 0x4cdf9b6f, 2002-16-10, rev 0x4430476a, size 975351"
5ad1960d067ff3b66d941d948b11446c79552097cf235d08ce04234da93e06c6,475668,335,"Intel x86 or x64 microcode, sig 0xf1f11888, pf_mask 0xc9f930a5, 1A14-02-33, rev 0x-5689e700, size 1349632"
2449c7a7d15c11a5ab2f45de43d50ec6a62d9a46b7f68d983ff2842a5f1caea6,475668,226,"Intel x86 or x64 microcode, sig 0x25861f23, pf_mask 0x7676cff1, 1C14-16-02, rev 0x-5689e700, size 1698"
21056b8b4fcf714a912c18b3be6f9db1fd88964adb18b0beb6a5638d3177d317,475687,10996,"Intel x86 or x64 microcode, sig 0x78e77b0a, pf_mask 0xecc39afb, 2002-18-08, rev 0x4430478a, size 91093841"
4bff922f10fdb51d3b70ea09c1c0c3850a006e5fa5b7db29a7375ba8e9136649,475690,226,"MySQL ISAM compressed data file Version 1"
839c6c6591c07e11b37a859240b5c1d2d1042513799818f4e87070dac7a34df6,475696,1260,"Intel x86 or x64 microcode, sig 0xc11034e6, pf_mask 0xfd69a105, 2002-14-07, rev 0x4430476a, size 64317982"
aff2ddaadc1e08ca4486daf2b5c7d943ab10a32d427106e7db4584e7f0d2ba33,475698,12908,"Intel x86 or x64 microcode, sig 0x7f780d59, pf_mask 0xe6fc270b, 2002-09-30, rev 0x4430476a, size 44610912"
237b46314e21e926d321b92b7b0adb0852473a251b11a510454b4316bc977831,475698,225,"Intel x86 or x64 microcode, sig 0xe67887b1, pf_mask 0x35807f7, 1F14-18-07, rev 0x-5689e700, size 390625"
da2f430e2afe03a188e8e16e7750e99a9777be4432dd6a8de2be4c670830459d,475698,720,"Intel x86 or x64 microcode, sig 0xe76c731d, pf_mask 0x117757f4, 1E14-16-09, rev 0x-56e90000, size 1"
ec02e9e4f2b11b5a6d520c60008cb63a370ff71b95e98c3801ec5f88749afad4,475699,257,"Intel x86 or x64 microcode, sig 0xdd29482a, pf_mask 0x4d139503, 2002-03-31, rev 0x4430478a, size 107944667"
128c354e2d673fd127038ec026cde5727c476b9ebfa3cb71ae0b09915b96b6c1,475701,226,"Intel x86 or x64 microcode, sig 0x8cb7ee36, pf_mask 0xfc0f30de, 1B14-14-23, rev 0x-5689e700, size 16777216"
